ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YIR027C,DAL1,"Allantoinase, converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression",18.86,4.367831863,cytosol,15.85,5.92,0.84,0,cytosol,17.51,2.84,0.92,0,cytosol,14.02,2.31,0.74,0,cytosol,cytosol,17.2603435,2.55856262,0.914771905,0,cytosol
YGL051W,MST27,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst28p; member of DUP240 gene family; binds COPI and COPII vesicles",17.32,5.394462136,below threshold,17.84,6.11,1.02,0,cytosol,14.65,2.47,0.84,0,cytosol,16.89,4.08,0.97,0,cytosol,below threshold,18.3978275,2.349546811,1.062042528,0,below threshold
YKL090W,CUE2,"Protein of unknown function; has two CUE domains that bind ubiquitin, which may facilitate intramolecular monoubiquitination",18.02,3.85475797,below threshold,18.71,7.39,1.03,0,cytosol,17.36,2.88,0.96,0,cytosol,14.89,2.93,0.82,0,cytosol,below threshold,17.304419,2.59133913,0.959881154,0,below threshold
YCR068W,ATG15,Lipase required for intravacuolar lysis of autophagic bodies and Cvt bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway,18.05,5.035014681,below threshold,13.51,4.42,0.74,0,cytosol,16.05,2.93,0.88,0,cytosol,21.16,3.49,1.17,0,cytosol,below threshold,15.63512225,1.982684299,0.865877689,0,below threshold
YGL263W,COS12,"Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins",17.61,4.315223695,below threshold,16.5,5,0.93,0,cytosol,17.51,4.34,0.99,0,cytosol,26.26,8.9,1.49,0,cytosol,below threshold,16.80792275,2.307037593,0.954213806,0,below threshold
YMR224C,MRE11,"Subunit of a complex with Rad50p and Xrs2p (MRX complex) that functions in repair of DNA double-strand breaks and in telomere stability, exhibits nuclease activity that appears to be required for MRX function; widely conserved",17.99,3.84594776,nucleus,17.65,5.93,0.98,0,nucleus,21.06,3.87,1.17,0,nucleus,18.34,3.82,1.01,0,nucleus,nucleus,18.9296405,2.09745307,1.051562715,0,nucleus
YLR428C,YLR428C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CRN1",17.22,3.53915847,below threshold,16.76,4.83,0.97,0,cytosol,16.68,3.51,0.96,0,cytosol,16.06,3.79,0.93,0,cytosol,below threshold,14.34401025,1.943998664,0.832919339,0,below threshold
YJL077C,ICS3,Protein of unknown function,18.1,5.217501307,mitochondria,21.71,6.07,1.19,0,mitochondria,16.76,3.9,0.92,0,mitochondria,21.46,4.33,1.18,0,mitochondria,mitochondria,15.64148275,1.696982834,0.863654082,0,mitochondria
YJL117W,PHO86,"Endoplasmic reticulum (ER) resident protein required for ER exit of the high-affinity phosphate transporter Pho84p, specifically required for packaging of Pho84p into COPII vesicles",14.62,4.107262924,below threshold,13.45,4.56,0.91,0,cytosol,14.81,3.06,1.01,0,cytosol,12.69,2.81,0.86,0,cytosol,below threshold,15.2274365,1.9766187,1.040928324,0,below threshold
YGL171W,ROK1,ATP-dependent RNA helicase of the DEAD box family; required for 18S rRNA synthesis,18.1,3.905899603,below threshold,15.99,6.14,0.88,0,cytosol,15.9,3.53,0.87,0,cytosol,14.13,2.69,0.78,0,cytosol,below threshold,18.056333,2.139111362,0.997072121,0,below threshold
YDL057W,YDL057W,Putative protein of unknown function; YDL057W is not an essential gene,17.25,4.558431676,below threshold,19.22,7.18,1.11,0,cytosol,19.82,3.82,1.14,0,cytosol,29.65,5.53,1.71,0,cytosol,below threshold,17.14916175,1.921311189,0.993780355,0,below threshold
YNL289W,PCL1,"Cyclin, interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily, involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; localizes to sites of polarized cell growth",17.07,4.07688364,below threshold,18.41,6.38,1.07,0,cytosol,16.94,3.22,0.99,0,cytosol,17.1,3,1,0,cytosol,below threshold,18.63585525,2.844611546,1.091643962,0,below threshold
YNL046W,YNL046W,Putative protein of unknown function; expression depends on Swi5p; GFP-fusion protein localizes to the endoplasmic reticulum; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO),18.5,4.286791118,below threshold,16.71,5.96,0.9,0,cytosol,16.99,3.79,0.91,0,cytosol,16.39,8.19,0.88,0,cytosol,below threshold,18.80563025,3.356574117,1.016237601,0,below threshold
YGL094C,PAN2,"Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex, which acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes",18.2,3.791706442,below threshold,NA,NA,NA,0,technical problem,22.82,3.69,1.25,0,cytosol,18.27,9.45,1,0,cytosol,below threshold,17.65831,2.285181477,0.969918152,0,below threshold
YDR231C,COX20,"Mitochondrial inner membrane protein, required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase",17.5,3.84912787,below threshold,18.02,6.54,1.02,0,cytosol,13.91,2.66,0.79,0,cytosol,16.79,3.27,0.95,0,cytosol,below threshold,18.9804785,3.41809571,1.083768419,0,below threshold
YDR170C,SEC7,"Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles",16.36,4.042779103,below threshold,14.94,5.66,0.91,0,cytosol,16.39,3.25,1,0,cytosol,16.43,3.13,1,0,cytosol,below threshold,14.1820665,1.303557197,0.866451595,0,below threshold
YKL053C-A,MDM35,Mitochondrial intermembrane space protein; mutation affects mitochondrial distribution and morphology; contains twin cysteine-x9-cysteine motifs,14.81,4.266086952,below threshold,16.66,6.13,1.12,0,cytosol,17.37,3.41,1.17,0,cytosol,15.06,5.17,1.01,0,cytosol,below threshold,15.92130425,2.355339933,1.074698361,0,below threshold
YEL025C,YEL025C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,17.37,4.311040021,nucleus,16.47,5.08,0.94,0,nucleus,20.17,4.11,1.16,0,nucleus,17.11,3.77,0.98,0,nucleus,nucleus,16.7821615,1.923552578,0.965771827,0,nucleus
YBL034C,STU1,Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles,17.35,3.70659101,punctate,14.97,6.58,0.86,0,punctate,19.36,4.08,1.11,0,punctate,18.08,7.14,1.04,0,punctate,punctate,18.5410425,3.059869546,1.067957488,0,punctate
YPL201C,YIG1,Protein that interacts with glycerol 3-phosphatase and plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol,15.83,3.751939315,below threshold,16.51,6.12,1.04,0,cytosol,17.23,3.6,1.08,0,cytosol,16.95,3.94,1.06,0,cytosol,below threshold,16.8332065,2.549585867,1.062572477,0,below threshold
YMR163C,INP2,Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene,19.2,4.457686977,cytosol,16.71,7.01,0.87,0,cytosol,17.77,3.45,0.92,0,cytosol,14.72,2.58,0.76,0,cytosol,cytosol,19.30678475,2.683249024,1.005497658,0,cytosol
YDL055C,PSA1,"GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure",20.3,4.867374289,cytosol,14.94,4.56,0.73,0,cytosol,17.86,3.64,0.87,0,cytosol,25.97,18.14,1.27,0,cytosol,cytosol,18.46452425,2.5419478,0.909367374,0,cytosol
YNL120C,YNL120C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae, but likely due to effects on the overlapping gene",17.77,4.397394365,below threshold,14.38,5.58,0.8,0,cytosol,16.67,3.11,0.93,0,cytosol,16.52,3.25,0.92,0,cytosol,below threshold,17.47118675,2.414906185,0.982676732,0,below threshold
YHL045W,YHL045W,Putative protein of unknown function; not an essential gene,17.43,4.500068208,below threshold,16.75,6.67,0.96,0,cytosol,17.01,3.53,0.97,0,cytosol,17.68,3.21,1.01,0,cytosol,below threshold,15.63294675,1.638904486,0.896071861,0,below threshold
YPL277C,YPL277C,Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels,15.6,3.905524369,below threshold,16.48,4.7,1.05,0,cytosol,15.19,3.51,0.97,0,cytosol,13.11,2.32,0.83,0,cytosol,below threshold,17.90542025,2.604271119,1.146796626,0,below threshold
YDL240C-A,YDL240C-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species",13.87,4.656546043,below threshold,15.84,4.78,1.14,0,cytosol,16.58,3.87,1.19,0,cytosol,14.96,4.87,1.07,0,cytosol,below threshold,14.08298075,1.361137379,1.014716892,0,below threshold
YFR038W,IRC5,Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci,18.46,4.557799963,below threshold,16.44,7.88,0.89,0,cytosol,17.11,3.87,0.92,0,cytosol,17,3.1,0.92,0,cytosol,below threshold,17.98268975,2.982521474,0.973795986,0,below threshold
YLR456W,YLR456W,"Putative protein of unknown function; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2",19.02,4.344553196,below threshold,20.54,7.65,1.07,0,cytosol,16.02,3.19,0.84,0,cytosol,19.46,7.57,1.02,0,cytosol,below threshold,17.093869,2.804022833,0.898480197,0,below threshold
YDR265W,PEX10,Peroxisomal membrane E3 ubiquitin ligase required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import; contains zinc-binding RING domain; mutations in human homolog cause various peroxisomal disorders,17.14,4.971358751,punctate,16.61,6.21,0.96,0,punctate,17.05,4.36,0.99,0,punctate,18.19,6.29,1.06,0,punctate,punctate,16.549623,2.795931061,0.965062597,0,punctate
YKR101W,SIR1,"Protein involved in repression of transcription at the silent mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p, through a common Sir1p domain; binds to centromeric chromatin",17.24,3.758708088,below threshold,17.87,6.62,1.03,0,cytosol,18.68,3.98,1.08,0,cytosol,15.93,3.88,0.92,0,cytosol,below threshold,17.54415225,2.812085008,1.017263954,0,below threshold
YOR360C,PDE2,"High-affinity cyclic AMP phosphodiesterase, component of the cAMP-dependent protein kinase signaling system, protects the cell from extracellular cAMP, contains readthrough motif surrounding termination codon",16.05,4.146010311,below threshold,16.85,6.21,1.04,0,cytosol,16.52,2.94,1.02,0,cytosol,14.28,2.04,0.88,0,cytosol,below threshold,20.682064,5.553995078,1.28825124,0,below threshold
YNL022C,YNL022C,"Putative cytosine 5-methyltransferase, contains seven beta-strand methyltransferase motif similar to NOP2/YNL061W; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; predicted to be involved in ribosome biogenesis",18.74,4.10457708,nucleus,18.97,5.96,1.01,0,nucleus,19.37,3.81,1.03,0,nucleus,16.68,7,0.89,0,nucleus,nucleus,17.68079525,2.795996321,0.943380922,0,nucleus
YJR043C,POL32,"Third subunit of DNA polymerase delta, involved in chromosomal DNA replication; required for error-prone DNA synthesis in the presence of DNA damage and processivity; interacts with Hys2p, PCNA (Pol30p), and Pol1p",17.96,3.599714073,below threshold,NA,NA,NA,0,cytosol,18.61,4.51,1.03,0,cytosol,25.77,8.41,1.43,0,cytosol,below threshold,18.428584,2.731827163,1.025714475,0,below threshold
YFR033C,QCR6,"Subunit 6 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1",14.89,4.51184953,below threshold,14.61,4.4,0.98,0,cytosol,15.16,3.29,1.01,0,cytosol,14.95,4.07,1,0,cytosol,below threshold,15.5616305,3.807314765,1.044368074,0,below threshold
YDR341C,YDR341C,"Arginyl-tRNA synthetase, proposed to be cytoplasmic but the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",17.1,4.819849567,below threshold,17.56,6.72,1.02,0,cytosol,17.04,3,0.99,0,cytosol,13.7,3.31,0.8,0,cytosol,below threshold,19.654465,3.723596068,1.148840805,0,below threshold
YPL164C,MLH3,Protein involved in DNA mismatch repair and crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability,17.59,3.000723991,below threshold,17.39,6.24,0.98,0,cytosol,18.45,3.04,1.04,0,cytosol,15.32,2.33,0.87,0,cytosol,below threshold,19.40834025,2.428822473,1.103208072,0,below threshold
YIR032C,DAL3,"Ureidoglycolate hydrolase, converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression sensitive to nitrogen catabolite repression",14.48,3.929466447,below threshold,16.51,5.56,1.13,0,cytosol,15.97,3.11,1.1,0,cytosol,19.07,7.35,1.31,0,cytosol,below threshold,15.2803315,2.119408345,1.054468209,0,below threshold
YNL033W,YNL033W,Putative protein of unknown function,17.98,4.295213635,below threshold,17.92,7.09,0.99,0,cytosol,19.16,4.27,1.06,0,cytosol,16.12,3.65,0.89,0,cytosol,below threshold,21.12965825,3.765819237,1.174833576,0,below threshold
YJL131C,AIM23,"Putative protein of unknown function; the authentic non-tagged protein is detected in highly purified mitochondria; null mutant is viable, displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss",19.3,4.885449252,mitochondria,15.73,4.6,0.81,0,mitochondria,19.11,4,0.98,0,mitochondria,26.38,7.48,1.36,0,mitochondria,mitochondria,18.214217,3.921812656,0.943222064,0,mitochondria
YOR228C,YOR228C,"Protein of unknown function, localized to the mitochondrial outer membrane",16.32,4.390941689,mitochondria,17.29,5.73,1.05,0,mitochondria,18.95,2.63,1.16,0,mitochondria,23.68,3.33,1.45,0,mitochondria,mitochondria,18.2662755,2.600288164,1.11876407,0,mitochondria
YDL135C,RDI1,Rho GDP dissociation inhibitor involved in the localization and regulation of Cdc42p,17.47,4.131728217,below threshold,14.05,6.63,0.8,0,cytosol,16.57,4.08,0.94,0,cytosol,15.74,3.32,0.9,0,cytosol,below threshold,16.597336,2.53138858,0.94998332,0,below threshold
YHR049W,FSH1,Putative serine hydrolase that localizes to both the nucleus and cytoplasm; sequence is similar to S. cerevisiae Fsh2p and Fsh3p and the human candidate tumor suppressor OVCA2,18.09,3.983787012,below threshold,17.55,6.63,0.96,0,cytosol,14.21,3.26,0.78,0,cytosol,15.99,2.4,0.88,0,cytosol,below threshold,17.0961925,3.298510986,0.944559496,0,below threshold
YKL035W,UGP1,"UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p",17.22,4.404693514,below threshold,16.69,7.48,0.96,0,cytosol,15.16,2.9,0.87,0,cytosol,13.08,2.53,0.75,0,cytosol,below threshold,18.410919,3.348051798,1.068683954,0,below threshold
YKL032C,IXR1,"Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA; mediates aerobic transcriptional repression of COX5b",17.86,3.986530027,below threshold,15.58,5.93,0.87,0,cytosol,17.24,3.03,0.96,0,cytosol,14.11,2.44,0.78,0,cytosol,below threshold,17.592638,2.521844513,0.984824046,0,below threshold
YBL012C,YBL012C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",19.36,4.355798097,below threshold,17.64,6.67,0.91,0,cytosol,18.43,3.49,0.95,0,cytosol,15.32,3.65,0.79,0,cytosol,below threshold,16.800439,2.13647007,0.867543611,0,below threshold
YOR181W,LAS17,"Actin assembly factor, activates the Arp2/3 protein complex that nucleates branched actin filaments; localizes with the Arp2/3 complex to actin patches; homolog of the human Wiskott-Aldrich syndrome protein (WASP)",16.82,4.067056487,below threshold,16.81,6.29,0.99,0,cytosol,20.33,4.04,1.2,0,cytosol,15.81,3.73,0.93,0,cytosol,below threshold,17.37267075,3.092661607,1.032055532,0,below threshold
YIL017C,VID28,"Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm",19.48,4.848931103,cytosol,20.26,7.52,1.03,0,cytosol,19.69,3.41,1.01,0,cytosol,19.98,3.2,1.02,0,cytosol,cytosol,21.1629895,2.615528867,1.08565612,0,cytosol
YDR008C,YDR008C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",16.61,4.029594039,below threshold,15.85,5.23,0.95,0,cytosol,17.05,3.98,1.02,0,cytosol,20.97,4.56,1.26,0,cytosol,below threshold,15.3343635,1.91026626,0.922615073,0,below threshold
YOL141W,PPM2,"AdoMet-dependent tRNA methyltransferase also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW), a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p",16.46,4.275995846,below threshold,18.46,7.16,1.12,0,cytosol,18.38,3.74,1.11,0,cytosol,14.99,3.09,0.91,0,cytosol,below threshold,18.5805285,2.850398917,1.128368162,0,below threshold
YMR119W,ASI1,Putative integral membrane E3 ubiquitin ligase; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals,19.91,4.670776925,nuclear periphery,22.18,7.31,1.11,0,nuclear periphery,23.67,4.4,1.18,0,nuclear periphery,19.49,4.17,0.97,0,nuclear periphery,nuclear periphery,19.0377675,3.455741174,0.955518701,0,nuclear periphery
YGL052W,YGL052W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MST27",16.71,4.65055018,below threshold,17.39,6.29,1.04,0,cytosol,15.84,3.21,0.94,0,cytosol,16.45,3.8,0.98,0,cytosol,below threshold,15.143788,1.587071186,0.905796882,0,below threshold
YGR166W,KRE11,"Protein involved in biosynthesis of cell wall beta-glucans; subunit of the TRAPP (transport protein particle) complex, which is involved in the late steps of endoplasmic reticulum to Golgi transport",17.53,3.699434567,below threshold,17.1,5.8,0.97,0,cytosol,17.75,3.59,1.01,0,cytosol,14.73,2.81,0.83,0,cytosol,below threshold,18.49606725,2.537965647,1.05465511,0,below threshold
YDR309C,GIC2,"Redundant rho-like GTPase Cdc42p effector; homolog of Gic1p; involved in initiation of budding and cellular polarization; interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain and with PI(4,5)P2 via a polybasic region",19.04,5.691703735,cytosol,17.9,6.06,0.94,0,cytosol,21.2,3.96,1.11,0,cytosol,25.53,7.07,1.34,0,cytosol,cytosol,17.8724345,4.022932226,0.938489155,0,cytosol
YER181C,YER181C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative data; extensively overlaps a Ty1 LTR; protein product is detected in highly purified mitochondria in high-throughput studies",16.46,3.664328472,below threshold,15.28,5.52,0.92,0,cytosol,17.53,4.51,1.06,0,cytosol,16.76,3.7,1.01,0,cytosol,below threshold,15.55018025,2.071284373,0.9440525,0,below threshold
YLR127C,APC2,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; similar to cullin Cdc53p",19.15,5.447927816,nucleus,19.87,6.99,1.03,0,nucleus,19.13,3.47,0.99,0,nucleus,18.24,3.97,0.95,0,nucleus,nucleus,19.68704575,3.16621413,1.027564523,0,nucleus
YOR156C,NFI1,"SUMO ligase, catalyzes the covalent attachment of SUMO (Smt3p) to proteins; involved in maintenance of proper telomere length",20.23,4.350932583,nucleus,21.72,6.61,1.07,0,nucleus,22.78,4.68,1.12,0,nucleus,17.89,2.64,0.88,0,nucleus,nucleus,23.33806325,4.277241463,1.152887936,0,nucleus
YKR016W,FCJ1,Mitochondrial inner membrane protein involved in formation and molecular structure of crista junctions; impairs oligomerization of F1F0-ATP synthase; null shows altered mitochondrial morphology and abnormal mitochondrial genome maintenance,15.73,4.141949719,below threshold,15.55,6.99,0.98,0,cytosol,17.12,3.15,1.08,0,cytosol,17.92,7.15,1.13,0,cytosol,below threshold,17.1391775,4.055786272,1.089212622,0,below threshold
YLR458W,YLR458W,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential NBP1 gene required for mitosis",16.41,4.624348828,below threshold,17.58,6.39,1.07,0,cytosol,16.58,2.62,1,0,cytosol,16.78,5.02,1.02,0,cytosol,below threshold,15.89050925,2.300827693,0.967489557,0,below threshold
YIL037C,PRM2,"Pheromone-regulated protein, predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion",15.6,4.332081158,below threshold,13.84,4.43,0.88,0,cytosol,14.58,2.75,0.93,0,cytosol,17.32,4.19,1.11,0,cytosol,below threshold,15.34771275,2.023250802,0.983279609,0,below threshold
YIR009W,MSL1,"U2B component of U2 snRNP, involved in splicing, binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members",16.49,3.73908451,nucleus:cytosol,17.28,6.55,1.04,0,"nucleus,cytosol",17.16,4.53,1.04,0,"nucleus,cytosol",17.34,7.33,1.05,0,"nucleus,cytosol",nucleus:cytosol,15.44900525,1.413970988,0.936377294,0,nucleus:cytosol
YLR174W,IDP2,"Cytosolic NADP-specific isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose",15.85,4.018552686,below threshold,17.63,8.04,1.11,0,cytosol,18.08,3.36,1.14,0,cytosol,18.29,6.04,1.15,0,cytosol,below threshold,17.89806475,3.274756348,1.129023988,0,below threshold
YLR246W,ERF2,"Subunit of a palmitoyltransferase, composed of Erf2p and Shr5p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole",15.23,4.620261185,below threshold,16.57,6.18,1.08,0,cytosol,15.04,2.72,0.98,0,cytosol,18.49,5.18,1.21,0,cytosol,below threshold,15.15147125,1.768714842,0.994656587,0,below threshold
YHR078W,YHR078W,High osmolarity-regulated gene of unknown function,18.96,4.834193654,below threshold,16.13,5.3,0.85,0,cytosol,18.79,3.65,0.99,0,cytosol,20.34,4.49,1.07,0,cytosol,below threshold,16.47796725,2.730852808,0.868783302,0,below threshold
YFL065C,YFL065C,Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation,18.61,5.199014438,below threshold,18.24,5.72,0.97,0,cytosol,15.46,2.51,0.83,0,cytosol,17.16,3.65,0.92,0,cytosol,below threshold,15.55054325,1.784595887,0.835215474,0,below threshold
YNL085W,MKT1,Protein that forms a complex with Pbp1p that may mediate posttranscriptional regulation of HO endonuclease; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability,18.89,4.808763289,cytosol,15.61,6.14,0.82,0,cytosol,18.27,4.19,0.96,0,cytosol,15.32,3.03,0.81,0,cytosol,cytosol,17.4528345,3.29796537,0.923804428,0,cytosol
YOR202W,HIS3,"Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p",17.51,3.956589099,below threshold,17.81,6.43,1.01,0,cytosol,14.03,2.38,0.8,0,cytosol,15.18,3.07,0.86,0,cytosol,below threshold,19.44603175,2.776858182,1.110245069,0,below threshold
YNL025C,SSN8,"Cyclin-like component of the RNA polymerase II holoenzyme, involved in phosphorylation of the RNA polymerase II C-terminal domain; involved in glucose repression and telomere maintenance",19.52,4.322005466,nucleus,24.97,6.3,1.27,0,nucleus,20.41,3.61,1.04,0,nucleus,23,4.03,1.17,0,nucleus,nucleus,22.638262,3.590489176,1.159190297,0,nucleus
YMR164C,MSS11,Transcription factor involved in regulation of invasive growth and starch degradation; controls the activation of MUC1 and STA2 in response to nutritional signals,19.35,4.798372855,nucleus,19.43,5.95,1,0,nucleus,19.88,3.36,1.02,0,nucleus,17.25,5.27,0.89,0,nucleus,nucleus,19.6120715,3.389133291,1.013031564,0,nucleus
YCR008W,SAT4,Ser/Thr protein kinase involved in salt tolerance; funtions in regulation of Trk1p-Trk2p potassium transporter; partially redundant with Hal5p; has similarity to Npr1p,17.06,3.69908271,below threshold,16.49,6.91,0.96,0,cytosol,20.43,3.92,1.19,0,cytosol,16.57,2.89,0.97,0,cytosol,below threshold,17.96351875,2.551068142,1.052439076,0,below threshold
YDR203W,YDR203W,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",16.23,4.027427766,below threshold,19.58,9.21,1.2,0,cytosol,17.78,4.76,1.09,0,cytosol,16.68,4.43,1.02,0,cytosol,below threshold,14.9850215,1.736786435,0.922939256,0,below threshold
YPL140C,MKK2,"Mitogen-activated kinase kinase involved in protein kinase C signaling pathway that controls cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk1p",15.53,3.664459134,below threshold,18.4,7.46,1.18,0,cytosol,16.56,3.59,1.06,0,cytosol,15.94,2.74,1.02,0,cytosol,below threshold,15.997658,2.229035235,1.029204545,0,below threshold
YLR381W,CTF3,Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules,17.11,4.339744102,punctate,19.69,6.59,1.15,0,punctate,20.35,3.45,1.18,0,punctate,17.12,3.03,1,0,punctate,punctate,20.06127525,3.360800388,1.171803461,0,punctate
YBL044W,YBL044W,Putative protein of unknown function; YBL044W is not an essential protein,14.43,4.231057015,below threshold,17.95,6.31,1.24,0,cytosol,15.03,3.36,1.04,0,cytosol,17.18,8.64,1.19,0,cytosol,below threshold,14.73719475,1.336575287,1.020839056,0,below threshold
YLR463C,YLR463C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the uncharacterized ORFs YLR462W and YLR464W",15.67,3.334825008,below threshold,15.56,5.38,0.99,0,cytosol,16.24,3.65,1.03,0,cytosol,18.39,7.36,1.17,0,cytosol,below threshold,18.015739,3.671091529,1.149056582,0,below threshold
YGR193C,PDX1,"Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core",16.75,4.264138961,below threshold,15.69,6.53,0.93,0,cytosol,14.46,2.54,0.86,0,cytosol,13.43,2.99,0.8,0,cytosol,below threshold,19.4783375,3.190963718,1.162616146,0,below threshold
YER029C,SMB1,"Core Sm protein Sm B; part of heteroheptameric complex (with Smd1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm B and Sm B'",19.04,4.755095306,below threshold,13.49,4.37,0.7,0,cytosol,15.85,2.81,0.83,0,cytosol,17.09,4.42,0.89,0,cytosol,below threshold,16.716658,2.83988447,0.877809763,0,below threshold
YJR012C,YJR012C,"Essential protein of unknown function; proposed involvement in transport based on mass spectrometry analysis of copurifying proteins; partially overlaps neighboring ORF, GPI14/YJR013W",18.43,3.911428573,below threshold,19.92,8.04,1.08,0,cytosol,15.81,2.65,0.85,0,cytosol,18.17,4.06,0.98,0,cytosol,below threshold,19.9240135,5.603145923,1.080719975,0,below threshold
